ID,Language_ID,English_Gloss,Form,Inflected_Forms,Comment,Source
lote1237-1-462,lote1237-1,"to smell (transitive), to sniff",sɛkɛ,,"possibly /sɛk-ɛ/; cf. /saka/ ‘to smell (intransitive), to be smelly, to be stinky’, with which it likely has a relationship",Barlow2024
lote1237-1-463,lote1237-1,to dig,sɛl,sɛl-ia,,Barlow2024
lote1237-1-464,lote1237-1,axe,sɛlɛmpo,,[sɛlɛmbo],Barlow2024
lote1237-1-465,lote1237-1,sling,sɛpɛ,,,Barlow2024
lote1237-1-466,lote1237-1,to shoot (with a sling),sɛpɛia,,"transitive verbal form of /sɛpɛ/ ‘sling’; cf. /tu/ ‘to shoot, to stab, to pierce, to stick’",Barlow2024
lote1237-1-467,lote1237-1,narrow,sɛrir,,,Barlow2024
lote1237-1-468,lote1237-1,to catch,sihɛ,,possibly /sih-ɛ/; also /lau/,Barlow2024
lote1237-1-469,lote1237-1,mirror,siloŋa,,possibly a nominalized form of something,Barlow2024
lote1237-1-470,lote1237-1,possum,silox,,,Barlow2024
lote1237-1-471,lote1237-1,to sew,sima,sim-ɛ,cf. /man/ ‘to weave’,Barlow2024
lote1237-1-472,lote1237-1,"day, daytime",sinaŋa,,possibly a nominalized form of something; cf. /ɛtuɛ/ ‘day (countable)’,Barlow2024
lote1237-1-473,lote1237-1,skin; body,siŋi-,"siŋi-k (1sg), siŋi-na (3sg), siŋi-ria (3pl)",also /uli-/ ‘skin’,Barlow2024
lote1237-1-474,lote1237-1,"down, low; to go down, to descend, to fall",sio,,cf. /losio/ ‘to fall down’,Barlow2024
lote1237-1-475,lote1237-1,betel pepper (TP: daka),sipe,,,Barlow2024
lote1237-1-476,lote1237-1,"woman’s mother’s brother (uncle), man’s sister’s daughter (niece)",sipu-,"sipu-k (1sg), sipu-m (2sg), sipu-na (3sg)",,Barlow2024
lote1237-1-477,lote1237-1,to count,sisɛlɛ,,possibly /sisɛl-ɛ/,Barlow2024
lote1237-1-478,lote1237-1,urine,sisil,"sisil ŋa-k (1sg), sisil ŋa-m (2sg), sisil ŋa-na (3sg)",reduplication?,Barlow2024
lote1237-1-479,lote1237-1,"breast, breasts",siu-,"siu-k (1sg), siu-m (2sg), siu-na (3sg)",same form as ‘to suckle’,Barlow2024
lote1237-1-480,lote1237-1,"to suck, to suckle (a breast), to nurse",siu,"hɛ-siu-a (causative, ‘to make suckle; to nurse [a child]’)",same form as ‘breast’ (zero derivation from the noun),Barlow2024
lote1237-1-481,lote1237-1,big,soke,,also /palau/,Barlow2024
lote1237-1-482,lote1237-1,year,soksoko,,reduplication?,Barlow2024
lote1237-1-483,lote1237-1,to run,soŋ,,,Barlow2024
lote1237-1-484,lote1237-1,empty,soso,,reduplication?; also /polpolo/,Barlow2024
lote1237-1-485,lote1237-1,to peel,sox,sox-ia,,Barlow2024
lote1237-1-486,lote1237-1,"small, little; a little",sune,,"cf. /unne/ ‘a little’, /tuna/, ‘small, little (thing)’, /kino/ ‘small, little (person)’",Barlow2024
lote1237-1-487,lote1237-1,1pl.incl subject prefix (1PL.INCL),ta-,,verbal prefix; same form as ‘mother’,Barlow2024
lote1237-1-488,lote1237-1,"mother, parent’s sister (aunt), mother’s brother’s wife (aunt)",ta-,"ɛ-ta-k (1sg), ta-m (2sg), ta-na (3sg)",same form as the 1pl.incl subject prefix,Barlow2024
lote1237-1-489,lote1237-1,parent’s younger sister (aunt),ta- kino,ɛ-ta-k kino (1sg),‘mother-POSS small’,Barlow2024
lote1237-1-490,lote1237-1,parent’s older sister (aunt),ta- palau,ɛ-ta-k palau (1sg),‘mother-POSS big’,Barlow2024
lote1237-1-491,lote1237-1,chin,tae-,"tae-k (1sg), tae-m (2sg), tae-na (3sg)",,Barlow2024
lote1237-1-492,lote1237-1,to pull,tak,,also /takuɛ/,Barlow2024
lote1237-1-493,lote1237-1,to breathe,tak ɛiŋa-,"tak ɛiŋa-m (2sg), tak ɛiŋa-na (3sg)",‘pull breath-POSS’,Barlow2024
lote1237-1-494,lote1237-1,to carry (on the shoulder),takis,takis-ia,"cf. /urɛ/ ‘to carry (on the head)’, /mɛnɛ/ ‘to take, to get, to carry (in the hand), to hold’",Barlow2024
lote1237-1-495,lote1237-1,thatch,tako,,,Barlow2024
lote1237-1-496,lote1237-1,to pull,takuɛ,,possibly /taku-ɛ/; compound of /tak/ ‘to pull’ + /u/ ‘?’,Barlow2024
lote1237-1-497,lote1237-1,to put,tal,,,Barlow2024
lote1237-1-498,lote1237-1,to hide,tal kome,tal kom-ɛ (transitive),‘put hiding’,Barlow2024
lote1237-1-499,lote1237-1,ear,talŋa-,"talŋa-k (1sg), talŋa-m (2sg), talŋa-na (3sg)",,Barlow2024
lote1237-1-500,lote1237-1,"to throw (a stone); to hit, to pelt (as transitive)",tamal,tamal-ia,"cf. /sau/ ‘to throw’; cf. /pal/ ‘to hit, to beat, to strike’, /nos/ ‘to hit (with a stick)’",Barlow2024
lote1237-1-501,lote1237-1,right (not left),tamalmal,,reduplication of /tamal/ ‘to throw’,Barlow2024
lote1237-1-502,lote1237-1,male,tamane,,,Barlow2024
lote1237-1-503,lote1237-1,"to cry, to weep",taŋ,taŋ-ia,,Barlow2024
lote1237-1-504,lote1237-1,"to search for, to seek",taŋo,,,Barlow2024
lote1237-1-505,lote1237-1,cassowary (TP: muruk),tapo,,,Barlow2024
lote1237-1-506,lote1237-1,what?,tar,,abbreviated form of /utar/,Barlow2024
lote1237-1-507,lote1237-1,3pl subject prefix (3PL),te-,,verbal prefix; also used for 3sg taboo relations,Barlow2024
lote1237-1-508,lote1237-1,to want (volitive verb); if (conjunction),teke,,also /neŋe teke/ ‘if’,Barlow2024
lote1237-1-509,lote1237-1,"to cut, to fell a tree",tel,tel-ɛ,"cf. /lik/ ‘to cut, to hack, to chop’, /rir/ ‘to cut, to slice’, /tot/ ‘to cut, to slice’, /ut/ ‘to cut’",Barlow2024
lote1237-1-510,lote1237-1,"inside; to go in, to go inside, to enter",teu,teu-a,cf. /lete-/ ‘inside’,Barlow2024
lote1237-1-511,lote1237-1,"grandparent, grandchild, husband’s parent (mother-in-law, father-in-law) or grandparent, wife’s grandparent, son’s wife (daughter-in-law), man’s sister’s son’s wife",tɛ,"lɛ-k tɛ (1sg), lɛ-m tɛ (2sg), nɛ tɛ (3sg)",,Barlow2024
lote1237-1-512,lote1237-1,"grandmother, granddaughter",tɛ neŋe hɛi,tɛ-k neŋe hɛi (1sg),‘grandparent/child-POSS REL female’,Barlow2024
lote1237-1-513,lote1237-1,"grandfather, grandson",tɛ neŋe tamane,tɛ-k neŋe tamane (1sg),‘grandparent/child-POSS REL male’,Barlow2024
lote1237-1-514,lote1237-1,"great-grandparent, and those of older generations",tɛ palau,"lɛ-k tɛ palau (1sg), lɛ-k tɛ palau-ŋana (1sg)",‘grandparent big’,Barlow2024
lote1237-1-515,lote1237-1,"excrement, feces; refuse of betel nut",tɛe-,"tɛe-k (1sg), tɛe-m (2sg), tɛe-na (3sg)",,Barlow2024
lote1237-1-516,lote1237-1,moon; month,tɛio,,,Barlow2024
lote1237-1-517,lote1237-1,to straighten,tɛkɛ,,possibly /tɛk-ɛ/,Barlow2024
lote1237-1-518,lote1237-1,"to lie, to lie down, to recline, to rest",tɛkɛ ki-,tɛkɛ ki-na (3sg),‘straighten bone-POSS’,Barlow2024
lote1237-1-519,lote1237-1,father,tɛmɛ-,"tɛmɛ-k (1sg), tɛmɛ-m (2sg), tɛmɛ-nɛ (3sg)",,Barlow2024
lote1237-1-520,lote1237-1,firstborn (child),tɛŋɛnɛ,tɛŋɛnɛ-ana (with topic marker?),possibly related to /hɛŋɛnɛ/ ‘mountain; temple (of the head)’,Barlow2024
lote1237-1-521,lote1237-1,flat,tɛptɛpeŋ,,,Barlow2024
lote1237-1-522,lote1237-1,same-sex sibling (brother of a man or sister of a woman),ti-,"ti-k (1sg), ti-m (2sg), ti-na (3sg)",,Barlow2024
lote1237-1-523,lote1237-1,younger same-sex sibling,ti- neŋe kino,ti-na neŋe kino (3sg),‘same.sex.sibling-POSS REL small’,Barlow2024
lote1237-1-524,lote1237-1,older same-sex sibling,ti- neŋe palau,ti-na neŋe palau (3sg),‘same.sex.sibling-POSS REL big’,Barlow2024
lote1237-1-525,lote1237-1,older same-sex sibling,ti- neŋe soke,ti-na neŋe soke (3sg),‘same.sex.sibling-POSS REL big’,Barlow2024
lote1237-1-526,lote1237-1,"to fix, to tie",tom,,"cf. /tom hit/ ‘to tie up’, /hit/ ‘to block, to tie’, /kale/ ‘to tie, to fasten’, /kale hit/ ‘to tie up’",Barlow2024
lote1237-1-527,lote1237-1,to tie up,tom hit,tom hit-ɛ,"‘tie fix’; cf. /tom/ ‘to fix, to tie’; /hit/ ‘to block, to tie’, /kale/ ‘to tie, to fasten’, /kale hit/ ‘to tie up’",Barlow2024
lote1237-1-528,lote1237-1,"to light a fire, to ignite",toŋo,,"cf. /rɛmɛn/ ‘to light (of fire), to burn, to ignite’, /mak/ ‘to burn (person as subject), to cook (with fire)’, /rau/ ‘to burn (intransitive), to be on fire’, /ŋau/ ‘to eat; to burn (fire as subject)’",Barlow2024
lote1237-1-529,lote1237-1,"to cut, to slice",tot,tot-ɛ,"cf. /rir/ ‘to cut, to slice’, /lik/ ‘to cut, to hack, to chop’, /tel/ ‘to cut, to fell a tree’, /ut/ ‘to cut’",Barlow2024
lote1237-1-530,lote1237-1,"very, extremely",toto,,reduplication?,Barlow2024
lote1237-1-531,lote1237-1,"sugarcane, sugar",tou,,,Barlow2024
lote1237-1-532,lote1237-1,"child; man’s brother’s child (nephew, niece)",tu-,"tu-k (3sg), tu-m (3sg), tu-na (3sg); tu~tu-na (plural, 3sg)","same form as ‘to be, to stay’, ‘to shoot, to stab, to pierce, to stick’",Barlow2024
lote1237-1-533,lote1237-1,"to be (located at), to stay, to reside",tu,,"same form as ‘to shoot, to stab, to pierce, to stick’, ‘child’",Barlow2024
lote1237-1-534,lote1237-1,"to shoot, to stab, to pierce, to stick",tu,tu-ɛ,"same form as ‘to be, to stay’, ‘child’; cf. /sɛpɛia/ ‘to shoot (with a sling)’",Barlow2024
lote1237-1-535,lote1237-1,daughter,tu- hɛiŋana,tu-na hɛi-ŋana,"also /tu- neŋe hɛi/, /heɛ-/",Barlow2024
lote1237-1-536,lote1237-1,daughter,tu- neŋe hɛi,tu-na neŋe hɛi,"also /tu- hɛiŋana/, /heɛ-/",Barlow2024
lote1237-1-537,lote1237-1,son,tu- neŋe tamane,"tu-k neŋe tamane (1sg), tu-na neŋe tamane (3sg)","‘child-POSS REL male’; also /tu- tamaneŋana/, /kolɛ-/",Barlow2024
lote1237-1-538,lote1237-1,son,tu- tamaneŋana,tu-na tamane-ŋana (3sg),"‘child-POSS male-ADJ’; also /tu- neŋe tamane/, /kolɛ-/",Barlow2024
lote1237-1-539,lote1237-1,"to plant (e.g., crops in the garden)",tua,tu-ɛ,,Barlow2024
lote1237-1-540,lote1237-1,to think,tuanin,,"also /lete- tuanin/, /lete- matana/",Barlow2024
lote1237-1-541,lote1237-1,"nail, claw",tuauli-,tuauli-na (3sg),,Barlow2024
lote1237-1-542,lote1237-1,old (person),tuauna,tuauna-ŋana,cf. /nikeŋana/ ‘old (thing)’,Barlow2024
lote1237-1-543,lote1237-1,"men’s house, spirit house (TP: haus boi, haus tambaran)",tuɛlɛ,,,Barlow2024
lote1237-1-544,lote1237-1,to boil,tun,tun-a,"cf. /lel/ ‘to bake, to cook in an earth oven (TP: mumuim)’, /mak/ ‘to burn (person as subject), to cook (with fire)’",Barlow2024
lote1237-1-545,lote1237-1,"small, little (thing)",tuna,,"same form as ‘child-3SG’; cf. /kino/ ‘small, little (person)’, /sune/ ‘small, little; a little’",Barlow2024
lote1237-1-546,lote1237-1,to give,tuŋ,tuŋ-ɛ,,Barlow2024
lote1237-1-547,lote1237-1,"to crush (nuts, e.g., with a stone); to grind",tutɛ,,possibly /tut-ɛ/,Barlow2024
lote1237-1-548,lote1237-1,wind,tuttula,,,Barlow2024
lote1237-1-549,lote1237-1,children (plural),tutu-,tutu-na (3sg),"reduplicative plural of /tu-/ ‘child’; same form as ‘egg; seed’, with which it likely has a relationship; also /aina/",Barlow2024
lote1237-1-550,lote1237-1,egg; seed,tutu-,"tutu-na (3sg), tutu-ria (3pl)","same form as ‘children (plural)’, with which it likely has a relationship",Barlow2024
lote1237-1-551,lote1237-1,fire,uan,,,Barlow2024
lote1237-1-552,lote1237-1,smoke of the fire,uan puluŋa-,"uan puluŋa-na (3sg), uan puluŋa-ria (3pl)",‘fire smoke-POSS’,Barlow2024
lote1237-1-553,lote1237-1,morning,uax,,,Barlow2024
lote1237-1-554,lote1237-1,"wife’s parent, daughter’s husband",uɛ-,"uɛ-k, (1sg), uɛ-m (3sg), uɛ-nɛ (3sg)",,Barlow2024
lote1237-1-555,lote1237-1,wife’s mother,uɛ- neŋe hɛi,uɛ-k neŋe hɛi (1sg),‘wifes.parent-POSS REL female’,Barlow2024
lote1237-1-556,lote1237-1,wife’s father,uɛ- neŋe tamane,uɛ-k neŋe tamane (1sg),‘wifes.parent-POSS REL male’,Barlow2024
lote1237-1-557,lote1237-1,1sg possessive suffix (my) (1SG.POSS),-uk,,"allomorph of /-k/, only attested with /palpal-/ ‘head’",Barlow2024
lote1237-1-558,lote1237-1,root,ula-,"ula-na (3sg), ula-ria (3pl)",,Barlow2024
lote1237-1-559,lote1237-1,afternoon,ulei,,,Barlow2024
lote1237-1-560,lote1237-1,"to open (a basket), to uncover",ulɛlɛ,,reduplication?; possibly /ulɛl-ɛ/; cf. /loɛ/ ‘to open (a door)’,Barlow2024
lote1237-1-561,lote1237-1,"skin, hide",uli-,"uli-k (1sg), uli-m (2sg), uli-na (3sg)","also /siŋi-/ ‘skin, body’",Barlow2024
lote1237-1-562,lote1237-1,cloud,ulu,,,Barlow2024
lote1237-1-563,lote1237-1,to spit,ulut,ulut-ɛ (‘to spit something [out]’),"cf. /muluta/ ‘mucus, snot’",Barlow2024
lote1237-1-564,lote1237-1,"2sg possessive suffix (thy, your) (2SG.POSS)",-um,,"allomorph of /-m/, only attested with /palpal-/ ‘head’",Barlow2024
lote1237-1-565,lote1237-1,"stone, rock",um,,same form as an allomorph of the 2sg.possessive suffix,Barlow2024
lote1237-1-566,lote1237-1,"to work, to build",umɛ,umɛ-a,"cf. /lelɛ/ ‘to build’, /po/ ‘to do, to make’",Barlow2024
lote1237-1-567,lote1237-1,"full, sated",una,,,Barlow2024
lote1237-1-568,lote1237-1,a little,unne,,"cf. /sune/ ‘small, little; a little’",Barlow2024
lote1237-1-569,lote1237-1,man’s sister’s daughter’s husband (husband of one’s /sipu-/),uol,lɛ-k uol (1sg),,Barlow2024
lote1237-1-570,lote1237-1,banana,ur,,also [hur],Barlow2024
lote1237-1-571,lote1237-1,banana flower,ur heiŋa-,"ur heiŋa-na (3sg), ur heiŋa-ria (3pl)",‘banana flower-POSS’,Barlow2024
lote1237-1-572,lote1237-1,good,urana,,,Barlow2024
lote1237-1-573,lote1237-1,"forest, woods",uraurau,,possibly /uraorao/,Barlow2024
lote1237-1-574,lote1237-1,to carry (on the head),urɛ,,"possibly /ur-ɛ/; cf. /takis/ ‘to carry (on the shoulder)’, /mɛnɛ/ ‘to take, to get, to carry (in the hand), to hold’",Barlow2024
lote1237-1-575,lote1237-1,louse,ut,,same form as ‘to cut’,Barlow2024
lote1237-1-576,lote1237-1,to cut,ut,ut-ɛ,"same form as ‘louse’; cf. /rir/ ‘to cut, to slice’, /tot/ ‘to cut, to slice’, /lik/ ‘to cut, to hack, to chop’, /tel/ ‘to cut, to fell a tree’",Barlow2024
lote1237-1-577,lote1237-1,what?,utar,,cf. /utɛ/ ‘something’; also /tar/,Barlow2024
lote1237-1-578,lote1237-1,something,utɛ,,cf. /utar/ ‘what?’,Barlow2024
lote1237-1-579,lote1237-1,"navel, belly button",uto-,"uto-k (1sg), uto-m (2sg), uto-na (3sg)",,Barlow2024
lote1237-1-580,lote1237-1,sun,xaia,,,Barlow2024
lote1237-1-581,lote1237-1,lightning,xalɛm,"xalɛm-ŋa-na (3sg), xalɛm-ŋa-ria (3pl) (with ‘NMLZ’?) (with nominalizer as host for possessive marking?)",,Barlow2024
lote1237-1-582,lote1237-1,basket made of coconut leaves,xasaŋ,,,Barlow2024
lote1237-1-583,lote1237-1,"to break, to rip",xax,xax-ia,"cf. /xolo/ ‘to break (with the hand)’, /hɛlɛ/ ‘to break in pieces’",Barlow2024
lote1237-1-584,lote1237-1,"ash, ashes (black ash), charcoal",xaxasoŋo,,reduplication?; cf. /apou/ ‘white ashes’,Barlow2024
lote1237-1-585,lote1237-1,crooked,xaxau,,reduplication?,Barlow2024
lote1237-1-586,lote1237-1,"blue, green",xɛrxɛra,,reduplication?,Barlow2024
lote1237-1-587,lote1237-1,to break (with the hand),xolo,xolo-a,"cf. /hɛlɛ/ ‘to break in pieces’, /xax/ ‘to break, to rip’",Barlow2024
lote1237-1-588,lote1237-1,piece,xor-,"xon-na (3sg), xorxor-na (plural, 3sg)",,Barlow2024
lote1237-1-589,lote1237-1,short,xoro,,,Barlow2024
lote1237-1-590,lote1237-1,pieces (plural),xorxor-,xorxor-na (3sg),reduplicative plural of /xor-/ ‘piece’,Barlow2024
lote1237-1-591,lote1237-1,to cough,xoso,,also /i at/,Barlow2024
